;Subject;Test;FCz;FCz Oz;FCz O1;FCz PO8;FCz O2;FCz PO7;FCz PO3;FCz PO4;Oz Oz;Oz O1;Oz PO8;Oz O2;Oz PO7;Oz PO3;Oz PO4;O1 O1;O1 PO8;O1 O2;O1 PO7;O1 PO3;O1 PO4;PO8 PO8;O2 PO8;PO7 PO8;PO3 PO8;PO4 PO8;O2 O2;O2 PO7;O2 PO3;O2 PO4;PO7 PO7;PO7 PO3;PO7 PO4;PO3 PO3;PO3 PO4;PO4 PO4;SCORE_1;SCORE_2;SCORE_3;SCORE_4;Col_5
0;S22;Resting Open;1;0.195298825;0.189047262;0.202925731;0.195173793;0.208552138;0.15203801;0.151537884;1;0.629282321;0.518629657;0.608527132;0.458364591;0.429357339;0.472743186;1;0.591022756;0.474368592;0.373343336;0.435608902;0.392723181;1;0.415103776;0.330832708;0.383970993;0.323205801;1;0.553013253;0.377969492;0.512753188;1;0.307701925;0.411977994;1;0.407726932;1;19.9281;9.86918;9.59576;10.0583;
0;S24;Resting Open;1;0.123655914;0.118529632;0.119529882;0.123155789;0.117654414;0.096649162;0.096649162;1;0.475493873;0.334333583;0.583145786;0.393348337;0.377594399;0.394848712;1;0.495748937;0.331832958;0.240935234;0.364466117;0.227806952;1;0.245186297;0.194048512;0.300325081;0.171917979;1;0.576019005;0.292448112;0.4979995;1;0.226056514;0.417229307;1;0.300075019;1;1.96302;0.399201;2.28513;2.90609;
0;S27;Resting Open;1;0.071392848;0.069017254;0.074268567;0.072643161;0.07851963;0.069767442;0.070267567;1;0.439609902;0.327456864;0.405976494;0.256314079;0.221305326;0.290947737;1;0.474618655;0.331082771;0.218054514;0.276569142;0.255063766;1;0.249562391;0.178544636;0.276819205;0.204426107;1;0.400100025;0.193298325;0.35483871;1;0.137284321;0.249187297;1;0.222180545;1;-5.58641;-5.97936;-4.85416;-3.31097;
0;S28;Resting Open;1;0.070767692;0.0963991;0.093773443;0.082770693;0.073393348;0.107651913;0.089397349;1;0.216554139;0.200550138;0.200300075;0.139534884;0.232683171;0.178794699;1;0.325206302;0.219054764;0.149412353;0.32208052;0.199424856;1;0.210177544;0.136409102;0.382970743;0.196174044;1;0.26444111;0.240185046;0.336334084;1;0.158664666;0.249062266;1;0.230432608;1;-12.7601;-9.83233;-8.46615;-9.7091;
0;S29;Resting Open;1;0.087146787;0.094148537;0.087271818;0.084146037;0.08752188;0.118404601;0.10140035;1;0.464741185;0.308077019;0.43935984;0.225806452;0.359589897;0.414353588;1;0.430482621;0.304826207;0.196174044;0.441485371;0.311577894;1;0.226056514;0.168042011;0.332583146;0.219554889;1;0.370842711;0.255813953;0.491622906;1;0.176294074;0.310577644;1;0.334208552;1;-1.5022;-0.810858;-0.228383;-1.62864;
0;S30;Resting Open;1;0.069267317;0.068892223;0.065141285;0.058264566;0.060390098;0.083270818;0.078769692;1;0.591522881;0.310077519;0.30420105;0.240310078;0.370092523;0.32308077;1;0.482870718;0.206051513;0.173668417;0.421105276;0.228057014;1;0.141785446;0.131907977;0.329457364;0.156664166;1;0.334458615;0.161790448;0.274443611;1;0.156414104;0.391847962;1;0.271942986;1;-8.77476;-3.56767;-4.43945;-3.82849;
0;S31;Resting Open;1;0.076894224;0.070017504;0.071142786;0.071267817;0.065516379;0.074268567;0.080645161;1;0.338084521;0.294948737;0.355963991;0.164791198;0.34696174;0.328332083;1;0.427356839;0.22268067;0.143035759;0.386596649;0.211052763;1;0.196299075;0.12428107;0.343710928;0.189797449;1;0.266316579;0.238184546;0.279944986;1;0.139409852;0.156664166;1;0.320455114;1;-9.43316;-5.98157;-6.65903;-6.55783;
0;S32;Resting Open;1;0.070892723;0.073143286;0.073768442;0.073393348;0.069017254;0.07751938;0.072018005;1;0.597899475;0.390722681;0.487996999;0.312203051;0.465366342;0.435483871;1;0.542385596;0.374843711;0.25843961;0.53675919;0.357714429;1;0.278944736;0.207426857;0.407726932;0.244436109;1;0.402850713;0.311077769;0.390472618;1;0.213928482;0.306826707;1;0.40460115;1;6.78868;5.42827;3.32879;3.17295;
0;S33;Resting Open;1;0.061765441;0.06164041;0.061515379;0.058389597;0.060515129;0.071392848;0.06064016;1;0.492748187;0.323205801;0.346461615;0.200175044;0.404351088;0.309577394;1;0.498749687;0.220930233;0.145786447;0.481245311;0.205551388;1;0.159414854;0.11327832;0.394348587;0.151412853;1;0.306326582;0.209427357;0.448862216;1;0.136659165;0.2931983;1;0.238809702;1;-9.27081;-2.33484;-4.37738;-4.42468;
0;S34;Resting Open;1;0.07551888;0.071517879;0.067266817;0.084896224;0.078769692;0.085771443;0.112528132;1;0.457739435;0.296699175;0.378094524;0.186546637;0.287071768;0.222555639;1;0.465491373;0.244186047;0.13715929;0.287571893;0.16004001;1;0.190547637;0.120405101;0.311702926;0.143410853;1;0.410977744;0.205426357;0.305451363;1;0.13715929;0.26044011;1;0.234808702;1;-11.3653;-7.24813;-7.4644;-5.37283;
0;S36;Resting Open;1;0.058389597;0.05763941;0.062015504;0.056764191;0.056389097;0.056139035;0.057139285;1;0.477619405;0.313828457;0.470742686;0.245311328;0.374343586;0.30020005;1;0.436484121;0.337834459;0.199674919;0.409352338;0.236809202;1;0.239059765;0.168917229;0.320455114;0.175043761;1;0.335208802;0.282570643;0.364966242;1;0.192298075;0.276444111;1;0.276194049;1;-3.44825;-2.56567;-2.75054;-1.88855;
0;S3;Resting;1;0.136409102;0.127031758;0.114153538;0.116404101;0.128532133;0.104026007;0.115028757;1;0.470742686;0.369092273;0.534883721;0.308577144;0.38472118;0.448612153;1;0.432233058;0.31607902;0.215553888;0.370717679;0.280195049;1;0.245686422;0.172043011;0.323830958;0.228057014;1;0.364966242;0.294573643;0.501625406;1;0.194048512;0.351462866;1;0.295823956;1;0.994981;-0.124901;1.09709;0.283326;
0;S5;Resting;1;0.099024756;0.109652413;0.119529882;0.096274069;0.099774944;0.088647162;0.075893973;1;0.397724431;0.219804951;0.454988747;0.292823206;0.406476619;0.326706677;1;0.450612653;0.224306077;0.188172043;0.421355339;0.175543886;1;0.140535134;0.131532883;0.308327082;0.122030508;1;0.447986997;0.245186297;0.433108277;1;0.190672668;0.331082771;1;0.230807702;1;-8.49206;-4.03251;-2.93537;-2.88058;
0;S6;Resting;1;0.122405601;0.119779945;0.100775194;0.13515879;0.13215804;0.112778195;0.12428107;1;0.563390848;0.308702176;0.434233558;0.242185546;0.346211553;0.373593398;1;0.3995999;0.340460115;0.209802451;0.383220805;0.320330083;1;0.219179795;0.161415354;0.362715679;0.222930733;1;0.3935984;0.254688672;0.441610403;1;0.196049012;0.410727682;1;0.331707927;1;-0.427722;-0.537571;0.354289;-0.737506;
0;S10;Resting;1;0.094273568;0.09539885;0.094898725;0.105776444;0.121155289;0.090522631;0.0943986;1;0.613653413;0.430107527;0.550512628;0.355338835;0.560765191;0.508377094;1;0.687296824;0.370592648;0.267191798;0.785946487;0.339209802;1;0.274443611;0.216554139;0.62728182;0.246186547;1;0.60340085;0.342835709;0.71467867;1;0.244936234;0.484621155;1;0.337834459;1;12.3269;14.753;10.3775;7.96214;
0;S13;Resting;1;0.136284071;0.126406602;0.122530633;0.126156539;0.131782946;0.110402601;0.124156039;1;0.530007502;0.40060015;0.539634909;0.372468117;0.369967492;0.474618655;1;0.601650413;0.353963491;0.279694924;0.46724181;0.337084271;1;0.294823706;0.248562141;0.445736434;0.286696674;1;0.564391098;0.308952238;0.670417604;1;0.25443861;0.568517129;1;0.356964241;1;10.9662;7.49924;8.18863;5.9493;
0;S14;Resting;1;0.12328082;0.119529882;0.102150538;0.13515879;0.135533883;0.088147037;0.105026257;1;0.447986997;0.265191298;0.4979995;0.361090273;0.391222806;0.413103276;1;0.440485121;0.390722681;0.285446362;0.454613653;0.301950488;1;0.240685171;0.197924481;0.281695424;0.189422356;1;0.47611903;0.31907977;0.464116029;1;0.236809202;0.37771943;1;0.33695924;1;3.02081;0.573506;2.71316;1.97384;
0;S15;Resting;1;0.117904476;0.118529632;0.121405351;0.115153788;0.11627907;0.083770943;0.075143786;1;0.605526382;0.426606652;0.553138285;0.307326832;0.420855214;0.332333083;1;0.636409102;0.346836709;0.217804451;0.42748187;0.222805701;1;0.254563641;0.176419105;0.370717679;0.173418355;1;0.51487872;0.297699425;0.406476619;1;0.197049262;0.314203551;1;0.326706677;1;1.92813;2.87404;0.420538;2.99344;
0;S16;Resting;1;0.103525881;0.102775694;0.109277319;0.11927982;0.136284071;0.089772443;0.096649162;1;0.540260065;0.442235559;0.531007752;0.369092273;0.445236309;0.424106027;1;0.535633908;0.429107277;0.325456364;0.414728682;0.332833208;1;0.376344086;0.311827957;0.381095274;0.276069017;1;0.527506877;0.374593648;0.493873468;1;0.279444861;0.370967742;1;0.395473868;1;13.769;6.51828;6.30461;6.58095;
0;S18;Resting;1;0.129782446;0.121780445;0.110527632;0.141410353;0.149537384;0.099899975;0.110902726;1;0.597649412;0.387846962;0.467866967;0.304076019;0.397724431;0.304576144;1;0.565141285;0.338084521;0.227806952;0.444236059;0.229432358;1;0.250062516;0.185671418;0.375968992;0.17491873;1;0.520755189;0.269067267;0.391097774;1;0.190797699;0.388847212;1;0.253563391;1;0.0313354;1.51716;-0.117015;1.7812;
0;S21;Resting;1;0.0983996;0.098774694;0.095023756;0.103775944;0.113028257;0.080395099;0.081270318;1;0.48512128;0.35983996;0.463990998;0.302700675;0.349837459;0.344586147;1;0.523630908;0.294948737;0.210052513;0.353713428;0.238684671;1;0.232683171;0.166666667;0.3052013;0.18392098;1;0.469617404;0.256939235;0.416354089;1;0.183170793;0.325831458;1;0.305701425;1;-1.90576;-1.56702;-1.31565;-0.221024;
0;S22;Resting;1;0.223805951;0.220805201;0.220930233;0.209552388;0.202050513;0.156914229;0.155538885;1;0.682670668;0.56364091;0.655288822;0.437484371;0.468492123;0.44536134;1;0.652413103;0.514753688;0.350087522;0.45823956;0.365966492;1;0.43635909;0.325206302;0.416354089;0.298449612;1;0.539009752;0.399224806;0.490122531;1;0.284196049;0.367091773;1;0.453988497;1;20.6518;11.4877;9.21413;10.9641;
0;S24;Resting;1;0.131657914;0.121405351;0.108527132;0.132783196;0.134908727;0.085646412;0.0943986;1;0.534508627;0.307451863;0.624781195;0.443610903;0.37971993;0.467491873;1;0.474743686;0.343335834;0.266316579;0.473993498;0.272443111;1;0.220180045;0.188422106;0.309327332;0.184171043;1;0.678294574;0.249312328;0.595523881;1;0.194673668;0.487621905;1;0.253063266;1;3.0251;2.61194;5.05536;4.57196;
0;S27;Resting;1;0.075643911;0.086021505;0.088397099;0.080145036;0.083395849;0.078769692;0.073643411;1;0.41847962;0.321705426;0.358589647;0.232683171;0.254063516;0.234933733;1;0.490497624;0.300950238;0.192173043;0.301575394;0.203925981;1;0.238059515;0.173293323;0.312578145;0.172168042;1;0.399349837;0.18692173;0.303325831;1;0.13615904;0.236809202;1;0.204301075;1;-8.28459;-6.56776;-6.58493;-4.44339;
0;S28;Resting;1;0.069267317;0.067391848;0.067266817;0.066266567;0.06464116;0.069392348;0.067391848;1;0.326581645;0.266191548;0.257814454;0.134408602;0.317829457;0.222930733;1;0.428982246;0.226431608;0.131407852;0.402350588;0.184796199;1;0.1987997;0.127531883;0.375843961;0.167291823;1;0.302450613;0.21667917;0.460990248;1;0.124531133;0.269067267;1;0.215803951;1;-12.0648;-6.38334;-6.91606;-7.50083;
0;S29;Resting;1;0.093898475;0.090397599;0.0963991;0.091272818;0.088022006;0.10140035;0.088022006;1;0.500500125;0.278194549;0.459989997;0.236684171;0.359339835;0.429857464;1;0.460865216;0.294948737;0.191422856;0.444236059;0.290572643;1;0.200175044;0.156914229;0.326206552;0.182170543;1;0.429482371;0.215053763;0.468867217;1;0.145536384;0.284196049;1;0.292698175;1;-4.00599;-1.43489;-1.14272;-1.70131;
0;S30;Resting;1;0.071142786;0.074893723;0.068267067;0.065141285;0.064766192;0.087646912;0.074768692;1;0.643410853;0.311577894;0.356964241;0.238184546;0.480995249;0.370092523;1;0.468242061;0.252313078;0.18492123;0.525131283;0.260065016;1;0.162415604;0.130907727;0.340710178;0.157289322;1;0.332833208;0.208802201;0.343210803;1;0.164791198;0.400100025;1;0.303950988;1;-5.34239;0.0191689;-1.7057;-1.72118;
0;S31;Resting;1;0.064891223;0.068267067;0.068017004;0.061890473;0.055513878;0.07951988;0.064516129;1;0.225806452;0.176044011;0.34196049;0.232183046;0.252813203;0.318954739;1;0.403350838;0.13315829;0.134658665;0.347211803;0.164666167;1;0.11327832;0.110027507;0.307326832;0.142285571;1;0.260065016;0.155663916;0.31207802;1;0.143410853;0.286196549;1;0.228182046;1;-15.6792;-10.2796;-7.91665;-9.01201;
0;S32;Resting;1;0.048512128;0.051262816;0.058014504;0.053888472;0.060140035;0.053513378;0.055513878;1;0.588147037;0.344211053;0.532133033;0.332083021;0.461740435;0.410977744;1;0.542135534;0.356339085;0.231307827;0.537134284;0.282820705;1;0.243685921;0.179419855;0.371092773;0.187421855;1;0.508877219;0.284196049;0.426731683;1;0.205926482;0.376469117;1;0.335708927;1;2.95545;3.94287;2.69304;3.11076;
0;S33;Resting;1;0.06164041;0.063015754;0.065016254;0.061015254;0.069142286;0.067516879;0.066516629;1;0.434483621;0.21467867;0.307951988;0.118154539;0.338084521;0.259314829;1;0.446861715;0.166916729;0.090772693;0.418104526;0.149537384;1;0.110027507;0.084646162;0.293323331;0.100150038;1;0.239309827;0.149037259;0.473618405;1;0.081270318;0.205301325;1;0.163915979;1;-18.4642;-8.47867;-9.30891;-9.03297;
0;S34;Resting;1;0.068267067;0.070017504;0.070517629;0.070142536;0.063140785;0.075143786;0.093023256;1;0.528132033;0.33895974;0.441485371;0.233183296;0.414103526;0.251062766;1;0.574018505;0.267566892;0.166916729;0.401975494;0.178169542;1;0.205176294;0.151537884;0.318204551;0.141660415;1;0.489997499;0.26744186;0.353713428;1;0.161290323;0.259189797;1;0.302075519;1;-5.66515;-1.86569;-3.90341;-1.28974;
0;S36;Resting;1;0.08052013;0.078894724;0.082645661;0.070017504;0.08152038;0.07551888;0.069767442;1;0.513253313;0.268692173;0.441485371;0.222930733;0.416104026;0.297324331;1;0.464741185;0.275818955;0.158664666;0.512253063;0.206301575;1;0.173418355;0.120405101;0.32208052;0.134533633;1;0.408727182;0.249687422;0.456864216;1;0.153163291;0.326831708;1;0.262190548;1;-7.50515;-1.92319;-2.81477;-2.49299;
0;S3;Dots right;1;0.200700903;0.187221998;0.175764928;0.19679202;0.184526216;0.163364335;0.160129397;1;0.634654266;0.496023723;0.660533765;0.481668689;0.511120097;0.554454778;1;0.581008222;0.495619356;0.368782855;0.522374983;0.420878825;1;0.390281709;0.304892843;0.472705216;0.344251247;1;0.591791347;0.44359078;0.638495754;1;0.341555466;0.549804556;1;0.450397628;1;23.9798;14.3863;14.2806;12.3734;
0;S5;Dots right;1;0.10196792;0.100417846;0.104057151;0.106752932;0.103181022;0.098059038;0.100148268;1;0.433885968;0.286965898;0.434492519;0.331581076;0.402817091;0.319247877;1;0.354293031;0.29606416;0.238037471;0.401940962;0.245181291;1;0.219571371;0.188030732;0.347081817;0.194298423;1;0.409286966;0.307588624;0.352877746;1;0.250572853;0.320124006;1;0.288313789;1;-1.30576;-2.17069;-0.880029;-1.08015;
0;S6;Dots right;1;0.072853484;0.069348969;0.065305297;0.075953633;0.086804152;0.066248821;0.085456261;1;0.342768567;0.228737027;0.375994069;0.177854158;0.18546974;0.285820191;1;0.25468392;0.215729883;0.121444939;0.170777733;0.185200162;1;0.155613964;0.107359482;0.193691872;0.152985578;1;0.223547648;0.151839871;0.315810756;1;0.12697129;0.335624747;1;0.199555196;1;-15.7389;-13.3763;-9.08265;-9.25519;
0;S10;Dots right;1;0.117603451;0.113155412;0.108100822;0.124747271;0.124949454;0.106415959;0.109516107;1;0.560520286;0.426068203;0.516713843;0.305499393;0.487329829;0.451273757;1;0.663094757;0.413263243;0.265534439;0.645639574;0.364402211;1;0.320865346;0.22819787;0.587410702;0.284539695;1;0.47142472;0.381048659;0.603383205;1;0.24828144;0.394055803;1;0.358471492;1;12.2585;11.4608;7.67468;5.88633;
0;S13;Dots right;1;0.12622995;0.117266478;0.11194231;0.131688907;0.137147864;0.111403154;0.127577841;1;0.501550074;0.39803208;0.575886238;0.378420272;0.430179269;0.497506402;1;0.548321876;0.386305432;0.276115379;0.48005122;0.358471492;1;0.301927483;0.232713304;0.466167947;0.291279148;1;0.533899447;0.370669902;0.642269848;1;0.29249225;0.542997709;1;0.414880712;1;13.2572;8.59488;9.3286;6.53506;
0;S14;Dots right;1;0.083030058;0.077503707;0.072583906;0.087141124;0.088152042;0.073797008;0.086871546;1;0.34445343;0.20467718;0.313451948;0.225232511;0.297479445;0.296468527;1;0.314462866;0.235678663;0.159994608;0.330704947;0.217953902;1;0.159253269;0.122523251;0.211012266;0.154940019;1;0.345531743;0.2253673;0.330098396;1;0.169632026;0.289931258;1;0.258929775;1;-11.4955;-9.14568;-6.25874;-6.68173;
0;S15;Dots right;1;0.111133576;0.105674619;0.110459631;0.113694568;0.112346677;0.083838792;0.080064699;1;0.514220245;0.393044885;0.627645235;0.356314867;0.479377275;0.38731635;1;0.442512468;0.380239925;0.24248551;0.416430786;0.262164712;1;0.283730961;0.20332929;0.368782855;0.207103383;1;0.533764658;0.366356652;0.438401402;1;0.241339803;0.34593611;1;0.376668015;1;6.26175;3.4004;3.42545;4.13046;
0;S16;Dots right;1;0.110459631;0.109044346;0.114098935;0.12056881;0.130677989;0.098867772;0.110055264;1;0.498584715;0.416026419;0.408815204;0.295727187;0.389001213;0.384081413;1;0.468863728;0.325448174;0.243361639;0.378150694;0.306240733;1;0.300714382;0.245990026;0.365682707;0.282720043;1;0.422968055;0.304016714;0.429505324;1;0.235072112;0.339129263;1;0.341488071;1;5.18462;1.60923;1.5746;1.27199;
0;S18;Dots right;1;0.155142202;0.148065777;0.139304488;0.15837714;0.156085726;0.125758188;0.124005931;1;0.556476614;0.435301254;0.51502898;0.36379566;0.421620164;0.349171047;1;0.567192344;0.417711282;0.293637957;0.478972907;0.288246394;1;0.329761423;0.242418116;0.432740261;0.234465561;1;0.577908074;0.345801321;0.445680011;1;0.258660197;0.427820461;1;0.317158647;1;9.21751;5.89921;4.63836;5.52876;
0;S21;Dots right;1;0.128251786;0.133912926;0.122321068;0.122388462;0.150289796;0.110055264;0.115649009;1;0.529114436;0.408949993;0.516579054;0.410904435;0.365076156;0.377207171;1;0.570292492;0.341488071;0.298827335;0.390753471;0.318236959;1;0.274026149;0.236487397;0.368378488;0.26391697;1;0.485105809;0.278743766;0.380239925;1;0.254481736;0.395134115;1;0.358808465;1;7.29632;3.04072;3.30199;3.84079;
0;S22;Dots right;1;0.215460305;0.203531473;0.194635396;0.208855641;0.217953902;0.162286022;0.173608303;1;0.587410702;0.493867098;0.578379836;0.451812913;0.439210136;0.468526756;1;0.575414476;0.473581345;0.385294514;0.456800108;0.391899178;1;0.407399919;0.340005392;0.417778676;0.334613829;1;0.536797412;0.406591185;0.516039898;1;0.339937997;0.464348295;1;0.428494406;1;20.9953;10.4625;10.5203;10.0087;
0;S24;Dots right;1;0.121984095;0.112751045;0.109381318;0.120164443;0.119423103;0.094150155;0.098261221;1;0.486992856;0.351529856;0.591521768;0.38448578;0.400930044;0.428561801;1;0.438805769;0.361302062;0.254077369;0.384418385;0.280900391;1;0.281304758;0.211281844;0.339735813;0.216471223;1;0.534371209;0.301860089;0.495417172;1;0.219234398;0.407939075;1;0.33596172;1;4.97104;1.87641;3.58906;3.35689;
0;S27;Dots right;1;0.060250708;0.06638361;0.065507481;0.05923979;0.058228872;0.057959294;0.060857258;1;0.268567192;0.224491171;0.188030732;0.155344386;0.175697533;0.163027362;1;0.307790807;0.202318372;0.156355304;0.213168891;0.166531878;1;0.161746866;0.135732579;0.203868446;0.139843645;1;0.181426068;0.133778137;0.146515703;1;0.113694568;0.143280766;1;0.1440895;1;-19.3096;-15.8735;-13.7069;-12.0881;
0;S28;Dots right;1;0.07561666;0.075212293;0.087275913;0.068405445;0.066518399;0.084310554;0.073662219;1;0.185941502;0.22179539;0.194231028;0.160668554;0.266545357;0.202116188;1;0.239115784;0.163364335;0.132025879;0.251044615;0.152244238;1;0.189311228;0.137619625;0.301388327;0.170036393;1;0.232645909;0.220312711;0.254212158;1;0.168958081;0.218358269;1;0.218156086;1;-15.4865;-12.8133;-10.3669;-10.9535;
0;S29;Dots right;1;0.081816956;0.081210406;0.073123062;0.071977355;0.072449117;0.10553983;0.096845936;1;0.304421081;0.275508829;0.319180483;0.184054455;0.241205014;0.274295727;1;0.317563014;0.246866154;0.154266074;0.272543469;0.214516781;1;0.203666262;0.144561262;0.256368783;0.18830031;1;0.220717078;0.200161747;0.288246394;1;0.164105675;0.242013748;1;0.331581076;1;-10.2941;-9.74351;-7.47078;-7.74968;
0;S30;Dots right;1;0.066720582;0.063013883;0.064698746;0.059105001;0.062946489;0.075212293;0.068877207;1;0.474659658;0.308666936;0.331176708;0.242215932;0.311632295;0.300646987;1;0.447567058;0.262299501;0.191804825;0.419935301;0.24470953;1;0.191602642;0.154737835;0.383070495;0.190928697;1;0.33670306;0.203666262;0.322887182;1;0.171451678;0.437997035;1;0.272745653;1;-5.91117;-3.16738;-3.05119;-3.55419;
0;S31;Dots right;1;0.072179539;0.07277991;0.066114032;0.073259334;0.066114032;0.087216646;0.072853484;1;0.368949034;0.285618008;0.277161117;0.155074808;0.321744333;0.236217819;1;0.381318237;0.200336361;0.125219032;0.336036695;0.179606416;1;0.175176589;0.121107966;0.290567041;0.155344386;1;0.204272813;0.184404707;0.189985173;1;0.116532607;0.138158782;1;0.213034102;1;-14.9712;-9.92973;-10.5473;-9.11638;
0;S32;Dots right;1;0.072920879;0.075481871;0.073864402;0.070427281;0.067327133;0.087208519;0.082086535;1;0.576088422;0.388933819;0.524464214;0.323224154;0.511524464;0.438603585;1;0.512333199;0.396684189;0.249090174;0.566248821;0.333602911;1;0.281911309;0.192209193;0.436244777;0.236891764;1;0.405647661;0.354293031;0.446488745;1;0.230691468;0.347149211;1;0.40160399;1;7.6712;6.60163;4.55547;3.86032;
0;S33;Dots right;1;0.0677315;0.069618547;0.068001078;0.065305297;0.059778946;0.068742418;0.066585793;1;0.493462731;0.311362717;0.343981669;0.211147055;0.38866424;0.303747136;1;0.486992856;0.248685807;0.165992721;0.473581345;0.227793503;1;0.178191131;0.130071438;0.390955654;0.158579323;1;0.315541178;0.232982882;0.385294514;1;0.153187761;0.287370266;1;0.254549131;1;-7.67886;-2.32937;-4.09947;-3.95628;
