;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S20;Resting Open;0.03119503;0.027155888;0.060253715;0.015900651;0.030627285;0.026586388;0.054219654;0.016278977;0.029381644;0.027443825;0.055738991;0.018272672;0.031310208;0.026407053;0.069544545;0.016910338;0.029149331;0.026091399;0.07172835;0.017008911;0.027302506;0.023343513;0.039172841;0.0128176;0.02632958;0.022719414;0.047938129;0.012462791;2.97634;-7.25655;4.33392;-0.402633
S21;Resting Open;0.039981255;0.041351255;0.016031589;0.018951357;0.042340192;0.043391775;0.017004604;0.021553367;0.037740532;0.041281464;0.017936629;0.022379748;0.040789169;0.040116036;0.016503347;0.018273627;0.037979326;0.043395516;0.01578953;0.017896582;0.033255003;0.034661014;0.013913705;0.015790861;0.032757187;0.035757512;0.013958421;0.014983558;-6.65647;-5.75288;8.81454;8.07853
S22;Resting Open;0.033486589;0.029429301;0.016459165;0.044387653;0.034576242;0.029700782;0.016993548;0.045605841;0.033933488;0.028069813;0.017447667;0.044048735;0.030525694;0.029451194;0.017147703;0.044286565;0.031020521;0.030020093;0.016810874;0.042738795;0.032686292;0.02843443;0.016260222;0.042498289;0.027129772;0.028103434;0.016939173;0.043481845;-6.44998;7.43961;5.54783;1.61817
S24;Resting Open;0.021425245;0.037578416;0.039560039;0.017074928;0.025594135;0.039194384;0.033022353;0.02148831;0.024184938;0.038106052;0.030239822;0.023260367;0.021278352;0.039486749;0.050528943;0.018486602;0.023468437;0.04050951;0.049830376;0.021338318;0.0230818;0.036757581;0.035677324;0.018228867;0.020025062;0.037765182;0.078644862;0.021878559;-0.0566514;-4.86103;0.772255;7.23465
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;6.88101;-5.03768;-5.50552;-0.912832
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-1.31974;13.7422;-2.43942;-4.59451
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;5.26092;8.31969;-7.0993;-9.52581
S6;Resting;0.008546755;0.014735703;0.070658927;0.022947303;0.008341649;0.01488573;0.076191851;0.026279047;0.008179694;0.015166092;0.085882618;0.037296272;0.007656328;0.014504116;0.092735693;0.026191696;0.007088038;0.01304691;0.128765196;0.033214702;0.007936909;0.013910443;0.067897938;0.018487639;0.006340676;0.012510271;0.073520257;0.01525102;9.13619;-2.31104;-7.02134;-7.26193
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;-0.523858;-3.26646;2.58536;3.77346
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;12.6808;-8.64937;-8.0997;-8.18355
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;7.76302;-4.82505;-3.28378;-5.17873
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;12.7093;-7.33569;-8.70832;-9.12284
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;6.35388;-4.09793;-2.62257;-3.76081
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-1.3513;2.94473;-1.7963;5.38977
S20;Resting;0.014075598;0.014898226;0.096791014;0.018498075;0.014379626;0.011433213;0.096791832;0.019377205;0.005991989;0.007883702;0.107346843;0.020547934;0.004475124;0.006711701;0.09840878;0.018274785;0.004089815;0.00634337;0.110270059;0.01960604;0.005910556;0.006934678;0.108614484;0.017810646;0.003560909;0.00500293;0.096491001;0.014432585;13.1611;-5.84485;-7.15474;-10.6274
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-3.50213;-0.112615;0.111366;6.55615
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-0.740924;12.6223;-4.12219;-5.76387
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;15.0521;-11.3983;-6.90665;-10.8885
S2;Square right;0.033770603;0.040475431;0.026916531;0.020582843;0.034213207;0.04081158;0.026830933;0.020435661;0.032677361;0.039992873;0.026720241;0.020101448;0.036064466;0.040245224;0.027739624;0.02186101;0.031871362;0.041066589;0.027670527;0.020999465;0.031083225;0.038012086;0.027461341;0.019057356;0.030473358;0.035711563;0.026677503;0.017983325;-4.06556;-4.8869;6.19696;7.78505
S3;Square right;0.045660107;0.037302353;0.015304258;0.026475817;0.048704789;0.038198084;0.017088851;0.030470178;0.044927956;0.037146472;0.017317913;0.031831316;0.045301157;0.037413859;0.015298556;0.02520055;0.045045072;0.03628425;0.014566108;0.02533357;0.041950416;0.034134485;0.01455212;0.027683561;0.042173852;0.034252849;0.013601693;0.023595701;-6.77417;-1.24422;12.4394;5.97564
S5;Square right;0.012083374;0.018666984;0.059152017;0.037098656;0.01044409;0.021552556;0.070498422;0.044882272;0.013793086;0.021461792;0.076345751;0.040479785;0.013375258;0.019999781;0.054259945;0.035366901;0.010601822;0.020421147;0.053596305;0.036295261;0.01076748;0.018358743;0.059068745;0.027537336;0.012985813;0.016281599;0.044763722;0.02699881;3.53386;2.98449;-4.70732;-4.07229
S6;Square right;0.019386811;0.03417061;0.021981313;0.048742463;0.025314654;0.036949132;0.024830155;0.053130499;0.021358451;0.035568053;0.030886022;0.060885529;0.01666274;0.029531699;0.022638673;0.056165105;0.017488589;0.02611968;0.022321171;0.058380863;0.017537423;0.027773166;0.021030267;0.037802892;0.016947969;0.025195437;0.016594297;0.033454116;-5.0364;10.1306;-1.02122;2.56688
S7;Square right;0.037839059;0.048445742;0.019932302;0.022755508;0.036216212;0.047004719;0.022117049;0.026554648;0.036520962;0.049191343;0.022946375;0.029619235;0.032740738;0.045263125;0.018797613;0.022877126;0.034828257;0.045065437;0.019277413;0.021864023;0.033332949;0.04347195;0.017813538;0.022339057;0.030588762;0.040151652;0.016933257;0.019767887;-5.77338;-3.11135;7.01909;11.3483
S10;Square right;0.029499181;0.041536351;0.020027192;0.019649784;0.028563007;0.039819772;0.020530676;0.020211232;0.027607634;0.038807731;0.02044517;0.020395545;0.030731825;0.042175215;0.019783088;0.021042611;0.033046151;0.042770417;0.021965828;0.024197974;0.103101136;0.046983625;0.022714843;0.019864114;0.029204134;0.039377486;0.020123686;0.018361653;-5.55681;-4.71472;8.32755;9.10124
S14;Square right;0.031046861;0.027365714;0.025625625;0.034933102;0.029727617;0.027370382;0.029536256;0.047894339;0.026291553;0.031064975;0.030493978;0.061831154;0.031567099;0.028534011;0.028651893;0.037617589;0.034902929;0.027355837;0.028152503;0.040163662;0.044255362;0.041426131;0.027254682;0.033231623;0.026215605;0.025459254;0.01838492;0.024798576;-4.09464;5.06668;5.37388;2.00756
S15;Square right;0.013834568;0.040557276;0.034906678;0.031447744;0.016134595;0.046531105;0.037370156;0.031567875;0.015330184;0.042841142;0.035720436;0.031493862;0.013038566;0.041825171;0.033612322;0.03333537;0.012209915;0.044072125;0.033759781;0.03510819;0.012332522;0.035744147;0.039579773;0.029432973;0.013725055;0.039041896;0.0384723;0.032912842;-2.00179;1.35043;-3.81091;8.9958
S16;Square right;0.02452289;0.041858611;0.024323822;0.029638959;0.030585637;0.050684308;0.025835134;0.033226567;0.024778215;0.047188051;0.026055065;0.032588326;0.026428465;0.043185826;0.022616121;0.028829641;0.026086699;0.04088644;0.022471714;0.034341937;0.021658673;0.035543937;0.022182248;0.023188278;0.021266482;0.03547859;0.020561162;0.022861521;-4.89479;-0.282429;2.08647;9.29119
S18;Square right;0.027111835;0.033344771;0.024363691;0.037435845;0.026089849;0.037425611;0.02526806;0.04040031;0.027271196;0.040402249;0.026500333;0.041679384;0.027811752;0.03224938;0.02381075;0.03756404;0.025260811;0.030634677;0.027088517;0.038216794;0.026756928;0.033060337;0.023093477;0.036005893;0.024587229;0.029377321;0.024041169;0.034717768;-4.60424;4.32354;2.75736;4.35926
S20;Square right;0.057313029;0.031513656;0.019275801;0.018285518;0.060369781;0.03160731;0.018857417;0.018749237;0.081002643;0.04445005;0.021310813;0.022946862;0.055929376;0.031934192;0.017978971;0.017639536;0.05548711;0.030274938;0.016061127;0.016635979;0.046227562;0.026166;0.017586952;0.017138629;0.04663142;0.0256143;0.01596548;0.015204653;-6.12323;-5.98914;19.0632;3.06587
S21;Square right;0.053856922;0.041248092;0.017419618;0.017576552;0.049116294;0.038313725;0.017415353;0.018870316;0.043937092;0.037774062;0.018294418;0.019657436;0.045941736;0.040175619;0.018181907;0.016494507;0.039601502;0.038023172;0.017372976;0.015649801;0.031443793;0.034015823;0.013253373;0.013620325;0.033129996;0.03487048;0.014401315;0.014224673;-6.46983;-6.74798;11.34;6.81068
S22;Square right;0.020830592;0.028465545;0.015318537;0.060859843;0.02051173;0.028797258;0.015006514;0.060503076;0.021436412;0.027578324;0.014408692;0.058387877;0.02024477;0.026730423;0.015006464;0.061305445;0.018452979;0.028008785;0.01426042;0.059311122;0.021998062;0.02650269;0.014982935;0.059021988;0.018340711;0.026417217;0.01538461;0.062959914;-6.89342;16.0188;-0.514742;0.699468
S24;Square right;0.02042346;0.044563412;0.031218008;0.023774391;0.020979328;0.042404162;0.029410734;0.02697849;0.021184771;0.046335627;0.031257812;0.028123217;0.022982912;0.0465395;0.034381945;0.023642839;0.02086674;0.048099068;0.038083685;0.024612367;0.020324514;0.043021713;0.032017572;0.024183693;0.020504669;0.047397355;0.041583598;0.027420884;-2.57004;-2.08512;-0.00886232;11.4289
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.739899;1.9187;-2.41618;5.66357
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-3.23413;-3.46511;-3.22373;8.10797
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.73603;-3.26796;7.83836;2.80617
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;1.11238;-1.72996;-2.12036;-4.77481
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-0.94555;7.59255;-4.30907;-1.78624
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-5.91886;-0.777013;9.30282;-0.412886
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.3873;2.47302;-2.73522;3.01195
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.75646;9.89222;-4.24481;-5.45938
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;12.4465;-9.12592;-8.20776;-9.63222
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.46655;-0.713596;6.20233;-0.671093
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.33571;2.95835;-1.22262;-3.07738
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.7295;3.93822;3.8352;0.339114
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;4.81179;0.410638;-5.73797;-0.935558
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;7.7489;-4.30703;-7.33127;-7.99615
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;5.55256;-5.73134;-0.842263;-4.86014
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;12.0004;-6.32857;-8.29415;-11.0926
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;1.67165;4.95139;-3.54145;-2.51187
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;-1.16821;7.97408;-0.961434;-3.78618
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;8.16334;-5.27776;-7.11962;-4.09457
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;5.80532;3.80704;-7.5634;-8.43809
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;12.9645;-9.40617;-8.26175;-10.5807
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-5.35296;1.38579;4.74588;-0.522222
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;10.4588;-11.1369;-8.25715;-3.56693
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;11.0974;-5.74542;-7.70385;-5.00362
2S2;Square right;0.013362097;0.035770307;0.026665276;0.05296071;0.011225517;0.035066776;0.027703427;0.054051488;0.012564212;0.032483118;0.029893747;0.063531107;0.011593729;0.029142648;0.025345354;0.062738704;0.011608956;0.026430372;0.023352944;0.070914172;0.012740936;0.030924552;0.024966828;0.049732557;0.013116765;0.027779342;0.022217994;0.04727167;-4.3579;14.0714;-4.59171;2.8074
2S3;Square right;0.02482187;0.040043507;0.021712347;0.028821484;0.025887828;0.04450258;0.023229846;0.029248235;0.023649689;0.041072906;0.026617753;0.029949038;0.015569858;0.030563779;0.019135925;0.023852719;0.013013872;0.026791236;0.015576234;0.017749229;0.028932804;0.052756542;0.037069949;0.041884925;0.020842215;0.041229994;0.029033624;0.035579989;-4.7475;0.224787;0.10399;7.86356
