;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S21;Resting Open;0.039981255;0.041351255;0.016031589;0.018951357;0.042340192;0.043391775;0.017004604;0.021553367;0.037740532;0.041281464;0.017936629;0.022379748;0.040789169;0.040116036;0.016503347;0.018273627;0.037979326;0.043395516;0.01578953;0.017896582;0.033255003;0.034661014;0.013913705;0.015790861;0.032757187;0.035757512;0.013958421;0.014983558;-5.74219;-5.98202;7.7545;8.63089
S22;Resting Open;0.033486589;0.029429301;0.016459165;0.044387653;0.034576242;0.029700782;0.016993548;0.045605841;0.033933488;0.028069813;0.017447667;0.044048735;0.030525694;0.029451194;0.017147703;0.044286565;0.031020521;0.030020093;0.016810874;0.042738795;0.032686292;0.02843443;0.016260222;0.042498289;0.027129772;0.028103434;0.016939173;0.043481845;-5.53005;5.9605;4.58712;1.56157
S24;Resting Open;0.021425245;0.037578416;0.039560039;0.017074928;0.025594135;0.039194384;0.033022353;0.02148831;0.024184938;0.038106052;0.030239822;0.023260367;0.021278352;0.039486749;0.050528943;0.018486602;0.023468437;0.04050951;0.049830376;0.021338318;0.0230818;0.036757581;0.035677324;0.018228867;0.020025062;0.037765182;0.078644862;0.021878559;1.15257;-5.21166;-0.247325;7.70403
S1;Resting;0.007121083;0.014439936;0.08743674;0.031474047;0.007070116;0.014782106;0.091427944;0.03301786;0.005638683;0.013527592;0.075347537;0.032271288;0.008399954;0.014588258;0.085799862;0.031495657;0.0071002;0.013255639;0.07441522;0.030415261;0.00526455;0.010741446;0.081676913;0.026892506;0.006288043;0.011642065;0.085325322;0.028823652;10.7327;-0.287205;-8.67697;-8.67934
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;8.45802;-5.29694;-6.63962;-1.19059
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-0.142335;11.6146;-3.48963;-5.23437
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;0.710336;-3.7574;1.90274;3.901
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;14.5678;-8.6223;-9.25763;-9.17396
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;-3.85768;9.02695;1.7581;0.207053
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;9.36563;-5.09214;-4.38957;-5.88378
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;7.8854;-4.49585;-3.74204;-4.32036
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-0.183551;1.88046;-2.99991;5.71075
S19;Resting;0.012560379;0.028016371;0.064792631;0.015759287;0.01405708;0.030999572;0.067428135;0.017304209;0.015462651;0.03362063;0.065747965;0.022877147;0.01164485;0.02687243;0.062844657;0.015098253;0.017990217;0.035225066;0.081904594;0.020289809;0.013075147;0.03435789;0.085457781;0.020660612;0.010291151;0.02755393;0.069090649;0.014982833;7.43345;-6.21045;-5.09019;2.72792
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-2.42256;-0.844291;-1.04158;7.01366
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;0.45831;10.6551;-5.21471;-6.52013
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;16.9932;-11.1141;-8.03551;-12.1163
S1;Form right;0.042008312;0.031302127;0.023189889;0.027058701;0.040704099;0.030194437;0.027871976;0.026832863;0.037243162;0.029286471;0.024892687;0.024908532;0.04591933;0.034708116;0.022047669;0.028440617;0.045439638;0.033201808;0.019420799;0.026978128;0.030987386;0.023576714;0.024023819;0.023203884;0.032497682;0.026698211;0.02097752;0.025453392;-3.95122;-2.38123;8.49509;2.05755
S2;Form right;0.037893724;0.048814985;0.017999564;0.021909509;0.03794178;0.04898823;0.017949281;0.022160085;0.037810207;0.048920109;0.018221915;0.02562709;0.04123266;0.048921249;0.017882925;0.020102488;0.038268146;0.045685223;0.017900152;0.020612903;0.033618558;0.043604939;0.016175795;0.019196682;0.032196135;0.041426127;0.015817316;0.016580662;-5.36783;-4.87631;7.29547;12.9481
S3;Form right;0.050354413;0.030472324;0.012526736;0.031047707;0.051708716;0.030775393;0.012982453;0.032498922;0.050533169;0.031043876;0.013676397;0.038781168;0.047213741;0.029382247;0.012700909;0.030718963;0.042641119;0.029717451;0.012294067;0.030832504;0.041834062;0.025810698;0.011970857;0.026816508;0.03690449;0.025153962;0.011998111;0.027408236;-6.56084;-0.0880968;11.9727;1.4393
S7;Form right;0.04815201;0.040541928;0.015791072;0.017868785;0.048221774;0.041079692;0.017914956;0.021486627;0.049184423;0.042122931;0.019162665;0.022841464;0.048832699;0.040293221;0.015608509;0.018659808;0.046926587;0.044823601;0.017045767;0.019190736;0.048609883;0.03941689;0.01600265;0.019136079;0.040096867;0.03525735;0.013999263;0.016165325;-5.61499;-5.62737;12.6057;8.92885
S10;Form right;0.059332843;0.031121347;0.014241727;0.012897672;0.057500485;0.031498391;0.014356111;0.012179496;0.058295719;0.030836984;0.014742311;0.012474823;0.059562176;0.03158707;0.015536351;0.014832831;0.062032478;0.033243997;0.01851585;0.018013896;0.061005518;0.037862331;0.014912197;0.01145751;0.053285244;0.031352322;0.015257273;0.012630272;-5.91652;-8.36256;18.717;3.80381
S13;Form right;0.032166127;0.038175191;0.018095223;0.039574505;0.03209954;0.035710713;0.017749809;0.040274779;0.034319941;0.035395412;0.018591311;0.04179452;0.030839212;0.03948735;0.018032026;0.039024608;0.027539187;0.039876821;0.017273026;0.041174566;0.027906094;0.030800961;0.014076153;0.032011689;0.027295469;0.0352723;0.015598729;0.034189271;-5.4412;3.25889;3.78502;6.3356
S14;Form right;0.026479463;0.023451918;0.050408485;0.029289606;0.026167528;0.022385032;0.079917563;0.04955209;0.027751021;0.022468864;0.070142467;0.052972989;0.02711481;0.02396834;0.045847826;0.030598507;0.026903242;0.022262328;0.041915532;0.033908955;0.023910922;0.019627198;0.035579514;0.02096006;0.024311971;0.019703333;0.027760246;0.016422429;2.88203;0.674357;1.55598;-3.03722
S16;Form right;0.048787732;0.038560578;0.015840408;0.021084841;0.047947566;0.041237485;0.016239241;0.022130585;0.046258133;0.039737499;0.016466823;0.022421346;0.049693793;0.040011313;0.016192339;0.023032941;0.049401086;0.038667685;0.016087616;0.02733163;0.038242798;0.032626717;0.014122532;0.018568579;0.040108902;0.035844023;0.013592465;0.018945875;-5.83267;-4.44379;11.9515;7.4439
S18;Form right;0.024771622;0.02985948;0.024507031;0.040770591;0.023652837;0.030220914;0.029392456;0.051759469;0.023212327;0.032343672;0.035025629;0.061836242;0.02517754;0.032705741;0.02324521;0.045611281;0.025104761;0.036747691;0.024446205;0.049883612;0.018421445;0.02919742;0.02484888;0.034847956;0.023181823;0.03235476;0.019847206;0.031479021;-3.32766;6.24123;0.148188;3.42768
S19;Form right;0.023054854;0.036760088;0.038453875;0.024988342;0.023942948;0.038920117;0.041509458;0.026440122;0.023577798;0.038297363;0.043308676;0.030406361;0.022873892;0.036382486;0.038146881;0.023823895;0.024431799;0.038235115;0.045431988;0.025940912;0.019169198;0.037622819;0.044557181;0.028300636;0.019012352;0.031294542;0.040241035;0.022547276;0.419462;-2.45151;-0.45951;6.52586
S21;Form right;0.039880521;0.046721045;0.013315389;0.017553521;0.044723167;0.049423693;0.013319995;0.019186428;0.045864109;0.051579167;0.013916197;0.020664881;0.042161783;0.048268721;0.013882735;0.017822396;0.04315159;0.047926379;0.01319715;0.016502378;0.037149774;0.039942716;0.012799104;0.015474079;0.034062272;0.038793176;0.012496977;0.015122489;-6.39092;-6.46918;9.3892;12.549
S22;Form right;0.04063414;0.031407393;0.018356318;0.033497487;0.040216688;0.0310237;0.017781145;0.034706735;0.04141098;0.029696;0.017204327;0.036409388;0.037264155;0.031131694;0.020046275;0.034246542;0.038397669;0.033528659;0.020302427;0.03493992;0.032558789;0.028644469;0.018214135;0.032421431;0.03131225;0.027213299;0.020471706;0.033086781;-5.04236;1.36822;7.50756;2.39264
S24;Form right;0.033142444;0.029622286;0.019654155;0.033159858;0.033729096;0.032037979;0.029635697;0.074955004;0.034739654;0.034104989;0.026083431;0.064448689;0.033830347;0.032545609;0.021739938;0.037284068;0.032951479;0.03265867;0.022901016;0.034153263;0.025603043;0.025735917;0.017882929;0.025423466;0.028598254;0.0305616;0.022146446;0.021750152;-4.06814;4.43297;4.58608;2.86319
2S1;Resting Open;0.019572718;0.02259626;0.015029844;0.038346311;0.021710677;0.02401542;0.015834651;0.043255094;0.024777;0.022476813;0.015513963;0.047974139;0.019062486;0.01873156;0.014929812;0.041725606;0.020000897;0.016331431;0.015716479;0.052161674;0.028357367;0.032484527;0.018658288;0.051012134;0.027796415;0.029842598;0.019741887;0.054154546;-5.67492;7.28643;-0.0358324;-1.70887
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;0.455615;1.02246;-3.58727;6.0128
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-2.20433;-3.90467;-4.1856;8.75963
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-2.7011;-3.70951;7.30502;3.012
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;2.45453;-2.32777;-3.06275;-5.39907
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;0.224743;6.14414;-5.53943;-2.19606
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-4.97914;-1.43577;8.55517;-0.602349
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-1.28372;1.45509;-3.68035;3.14945
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-0.641614;8.19188;-5.31683;-6.15684
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;14.2136;-9.07655;-9.32735;-10.7363
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-6.60961;-1.4655;5.3666;-0.896179
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-2.26696;1.84383;-2.23603;-3.55256
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-1.62216;2.716;2.9797;0.235805
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-2.93382;15.3778;-6.47895;-7.20618
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;6.22281;-0.366879;-6.86374;-1.21179
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;9.26731;-4.68469;-8.42868;-8.91467
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;6.98823;-5.95663;-1.69844;-5.45134
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;13.8184;-6.51612;-9.42147;-12.3224
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;2.97338;3.73945;-4.76933;-2.96019
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;0.0119076;6.60509;-2.12663;-4.34033
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;9.7568;-5.55749;-8.24627;-4.67205
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;7.25096;2.63004;-8.6644;-9.41379
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;14.7246;-9.32235;-9.35465;-11.7598
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-4.3979;0.371713;3.97015;-0.733032
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;12.0812;-10.8758;-9.38373;-4.0838
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;12.9148;-6.04958;-8.86247;-5.68418
2S1;Form right;0.033142444;0.029622286;0.019654155;0.033159858;0.033729096;0.032037979;0.029635697;0.074955004;0.034739654;0.034104989;0.026083431;0.064448689;0.033830347;0.032545609;0.021739938;0.037284068;0.032951479;0.03265867;0.022901016;0.034153263;0.025603043;0.025735917;0.017882929;0.025423466;0.028598254;0.0305616;0.022146446;0.021750152;-4.06814;4.43297;4.58608;2.86319
2S2;Form right;0.013205997;0.02904601;0.02080024;0.056591982;0.014157821;0.027454345;0.022228502;0.059875369;0.015845773;0.028738663;0.026934651;0.080911263;0.013165578;0.024557663;0.019778119;0.060485765;0.011523358;0.024453957;0.021818371;0.069239549;0.015859744;0.02605561;0.022059384;0.055021014;0.011280055;0.021186334;0.018216607;0.051865706;-4.37083;14.1602;-5.08344;-0.504167
2S3;Form right;0.032707167;0.027945879;0.022183388;0.032047991;0.026104127;0.027929002;0.022970403;0.034344346;0.025482011;0.029558694;0.028065971;0.037142494;0.017399947;0.023291683;0.020273374;0.025441291;0.013992419;0.019051293;0.018336238;0.022267111;0.039143498;0.039920502;0.037044913;0.04378796;0.028204787;0.02908075;0.035405381;0.036438284;-3.4172;1.01048;1.56074;1.02745
