;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-5.46101;1.47225;5.21039;-1.7211
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;10.7013;-11.2826;-8.46581;-4.26152
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;11.4067;-5.7435;-7.88331;-5.42272
2S1;Acuity;0.022512143;0.031210906;0.017965464;0.031810472;0.023803323;0.028698087;0.018998252;0.037154419;0.025830813;0.024799917;0.017376718;0.037492819;0.022639581;0.027141532;0.01946169;0.036518377;0.024197792;0.027079044;0.021741516;0.041783411;0.032992141;0.03583943;0.025976289;0.042156883;0.03504335;0.042998059;0.032051267;0.047491827;-5.50408;5.22757;3.1633;1.13982
2S2;Acuity;0.018364954;0.059151487;0.038103299;0.034022653;0.015367725;0.052282245;0.041424539;0.03438067;0.015251309;0.047529006;0.04540944;0.037027259;0.014154114;0.046021918;0.03047946;0.031378247;0.016802391;0.035884891;0.029597486;0.031158027;0.015527667;0.04815158;0.037814946;0.031526076;0.013534338;0.038114582;0.022096409;0.026501131;-2.1265;1.6008;-2.83928;8.65563
2S3;Acuity;0.016080081;0.057890209;0.013633459;0.014936985;0.014275802;0.065155519;0.015268291;0.015243303;0.014666547;0.078027248;0.019315852;0.016339545;0.010739056;0.045696275;0.01165339;0.01171086;0.009510221;0.039253934;0.009178058;0.009569357;0.021374473;0.087481356;0.029829431;0.023678201;0.012029415;0.060856175;0.018669528;0.01405909;-6.69753;-7.47386;-3.88548;16.178
2S4;Acuity;0.041926582;0.049395907;0.026705719;0.021982962;0.056273716;0.053995873;0.027430284;0.022964761;0.056874808;0.056314878;0.026517764;0.025833426;0.025396442;0.027689971;0.016490837;0.015086285;0.015204948;0.018115519;0.011261463;0.013590873;0.049767924;0.050768585;0.024904874;0.019586888;0.032780879;0.033231606;0.019149053;0.015973488;-5.27856;-5.27525;10.0748;5.93093
2S5;Acuity;0.031042693;0.049631539;0.029106383;0.030633194;0.032758639;0.040969982;0.029133405;0.030201881;0.029177016;0.031965034;0.025476129;0.029592418;0.029656903;0.034970631;0.026551707;0.029699594;0.025745937;0.028058932;0.02307014;0.026419627;0.030729848;0.036318031;0.027267704;0.027288511;0.026379627;0.031151278;0.025370536;0.02567942;-4.17717;-0.359058;4.71408;3.45814
2S6;Acuity;0.014605613;0.031612861;0.029936083;0.044631694;0.020757102;0.031794463;0.033553814;0.053086;0.012522167;0.022524522;0.031731262;0.053540703;0.017798402;0.044042887;0.035243033;0.043723357;0.01189658;0.03316954;0.037026057;0.043146958;0.014831004;0.021067731;0.031420253;0.046678988;0.014140083;0.026922225;0.03418394;0.042591803;-2.69407;9.26885;-2.97881;0.701018
2S7;Acuity;0.02690816;0.05821625;0.027423199;0.029609457;0.019108511;0.047575829;0.026010825;0.03195979;0.021590374;0.03363352;0.024088172;0.03597552;0.021964902;0.034085906;0.018304452;0.022673078;0.030259617;0.023944147;0.013468103;0.016476697;0.035680958;0.059023862;0.027771269;0.029005124;0.029046394;0.050281713;0.020709636;0.021280054;-5.1168;-1.31725;2.83355;7.1669
2S8;Acuity;0.017277075;0.044051882;0.046423644;0.031576874;0.016543841;0.038122283;0.045163199;0.031913795;0.016012712;0.027937821;0.037981262;0.031172024;0.014060785;0.032376797;0.039567768;0.029476721;0.014238403;0.022969413;0.030896046;0.030788859;0.019790186;0.045499729;0.047531375;0.030452327;0.019828509;0.03710211;0.043807518;0.025656399;-0.554769;0.492352;-2.21701;3.09767
2S9;Acuity;0.019659522;0.029659123;0.022578799;0.040196047;0.018938163;0.034616846;0.026190311;0.043992762;0.020827615;0.032760995;0.026601838;0.047826275;0.019983507;0.030846644;0.021235755;0.038599057;0.014936475;0.020252708;0.014095502;0.034299083;0.02601882;0.042027871;0.033340365;0.045620427;0.023751727;0.036336704;0.024577994;0.039079265;-4.86376;6.43821;-0.212475;1.67145
2S10;Acuity;0.012669643;0.027444488;0.039417063;0.017096809;0.014490398;0.025937975;0.04670837;0.01926941;0.013204454;0.023541816;0.053819562;0.021037238;0.011431491;0.019622288;0.044793735;0.015351434;0.012057507;0.017705899;0.054928077;0.016132355;0.016734069;0.028564979;0.078319751;0.024515437;0.014665506;0.024799373;0.093580442;0.02283842;2.77119;-5.19377;-3.99158;-2.4963
2S11;Acuity;0.017796898;0.042225073;0.016231527;0.021686588;0.01827806;0.044073339;0.016071251;0.023460512;0.013736412;0.027452454;0.010475162;0.025716029;0.013993799;0.02786253;0.010326111;0.020229538;0.014276004;0.017941902;0.01063915;0.050159175;0.024500174;0.041307429;0.015728007;0.024388186;0.02948249;0.030622748;0.013307725;0.027013649;-7.37431;-1.13012;-1.13185;1.90895
2S12;Acuity;0.022405094;0.051525004;0.025907692;0.032529795;0.022705078;0.038058449;0.02254524;0.031462513;0.018021144;0.02413859;0.018747394;0.026690893;0.023441962;0.044418622;0.024953408;0.033596946;0.016423374;0.019648406;0.019456412;0.026130363;0.027146474;0.048174245;0.028444074;0.027646516;0.030716795;0.054296995;0.028804177;0.024529781;-4.82208;-0.0660623;1.17931;5.40455
2S13;Acuity;0.032997916;0.046523691;0.020860007;0.030461912;0.033373092;0.039848892;0.024656488;0.033880797;0.029548227;0.036685397;0.026690568;0.032589612;0.028807492;0.043856533;0.020703379;0.030788052;0.025026884;0.034479136;0.021117166;0.034657559;0.031492108;0.038159739;0.025356203;0.032033404;0.025191014;0.035142387;0.023029498;0.030877237;-5.10058;1.53571;4.75242;5.05351
